image_path,annotation_path,clip_prefix,split,is_augmented,aug_type,temperature_C,pH,DO_mgL,turbidity_NTU,lighting_mode,resolution_px,tank_id,has_annotation,num_instances,image_width,image_height
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00564.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00564.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00565.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00565.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00566.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00566.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00567.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00567.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00568.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00568.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00569.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00569.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00570.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00570.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00571.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00571.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00572.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00572.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00573.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00573.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00574.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00574.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00575.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00575.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00576.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00576.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00577.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00577.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00578.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00578.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00579.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00579.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00580.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00580.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00581.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00581.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00582.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00582.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00583.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00583.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00584.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00584.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00585.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00585.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00586.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00586.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00587.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00587.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00588.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00588.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00589.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00589.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00590.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00590.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00591.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00591.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00592.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00592.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00593.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00593.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00594.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00594.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00595.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00595.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00596.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00596.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00597.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00597.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00598.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00598.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00599.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00599.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00600.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00600.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00601.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00601.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00602.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00602.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00603.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00603.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00604.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00604.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00605.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00605.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00606.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00606.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00607.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00607.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00608.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00608.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,6,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00609.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00609.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,6,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00610.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00610.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,6,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00611.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00611.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00612.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00612.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00613.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00613.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00614.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00614.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00615.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00615.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00616.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00616.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00617.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00617.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00618.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00618.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00619.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00619.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00620.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00620.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00621.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00621.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00622.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00622.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00623.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00623.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00624.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00624.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00625.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00625.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00626.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00626.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00627.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00627.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00628.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00628.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00629.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00629.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00630.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00630.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00631.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00631.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00632.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00632.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00633.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00633.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00634.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00634.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00635.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00635.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00636.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00636.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00637.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00637.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00638.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00638.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00639.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00639.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,5,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00640.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00640.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00641.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00641.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00642.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00642.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00643.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00643.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00644.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00644.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00645.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00645.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00646.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00646.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00647.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00647.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00648.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00648.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00649.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00649.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00650.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00650.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00651.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00651.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00652.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00652.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00653.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00653.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00654.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00654.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00655.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00655.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00656.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00656.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00657.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00657.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00658.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00658.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00659.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00659.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00660.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00660.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00661.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00661.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00662.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00662.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Augmented\GaussianBlur\GX020019\images\gauss_GX020019_00663.jpg,Frames\Augmented\GaussianBlur\GX020019\annotations\gauss_GX020019_00663.json,GX020019,TRAIN,True,GaussianBlur,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
